Brand,Model,Model_Description,Price,Engine_Size
Suzuki,S-Presso,1.0 GL,162900.0,1.0
Suzuki,S-Presso,1.0 GL+,169900.0,1.0
Suzuki,Celerio,1.0 GA,178900.0,1.0
Renault,Kwid,1.0 Life,180999.0,1.0
Suzuki,S-Presso,1.0 S-Edition,185900.0,1.0
Renault,Kwid,1.0 Zen,190999.0,1.0
Suzuki,DZire,1.2 GA,193900.0,1.2
Suzuki,Swift,1.2 GA,194900.0,1.2
Suzuki,Celerio,1.0 GL,198900.0,1.0
Suzuki,S-Presso,1.0 S-Edition,199900.0,1.0
Toyota,Agya,1.0,200000.0,1.0
Renault,Kwid,1.0 Climber,201999.0,1.0
Kia,Picanto,1.0 Start,209995.0,1.0
Suzuki,DZire,1.2 GL,211900.0,1.2
Suzuki,Swift,1.2 GL,212900.0,1.2
Hyundai,Grand,i10 1.0 Motion,214900.0,1.0
Kia,Picanto,1.0 Start,223995.0,1.0
Honda,Amaze,1.2 Trend,231200.0,1.2
Suzuki,Baleno,1.5 GL,231900.0,1.5
Suzuki,Swift,1.2 GLX,232900.0,1.2
Kia,Picanto,1.2 Street,232995.0,1.2
Toyota,Starlet,1.5 Xi,233000.0,1.5
Kia,Picanto,1.0 Style,233995.0,1.0
Kia,Picanto,1.2 Style,242995.0,1.2
Toyota,Starlet,1.5 XS,246300.0,1.5
Hyundai,Grand,i10 1.0 Fluid,246900.0,1.0
Volkswagen,Polo Vivo,1.4 Trendline,247300.0,1.4
Honda,Amaze,1.2 Comfort,247800.0,1.2
Kia,Pegas,1.4 LX,254995.0,1.4
Suzuki,Ciaz,1.5 GL,256900.0,1.5
Kia,Picanto,1.2 X-Line,259995.0,1.2
Hyundai,Grand,i10 1.2 Fluid,261900.0,1.2
Kia,Pegas,1.4 EX,265995.0,1.4
Volkswagen,Polo Vivo,1.4 Comfortline,266900.0,1.4
Suzuki,Vitara Brezza,1.5 GL S-Edition,281900.0,1.5
Hyundai,Grand,i10 1.2 Fluid,291900.0,1.2
Toyota,Starlet,1.5 XR,294900.0,1.5
Volkswagen,Polo Vivo,1.6 Highline,296000.0,1.6
Suzuki,Ciaz,1.5 GLX,296900.0,1.5
Kia,Rio,1.2 LS,299995.0,1.2
Mazda,Mazda2,1.5 Active,302300.0,1.5
Hyundai,i20,1.2 Motion,304900.0,1.2
Citroën,C3,1.2 Feel,305900.0,1.2
Toyota,Corolla Quest,1.8 Plus,307400.0,1.8
Renault,Kiger,1.0 Turbo Intens,309999.0,1.0
Kia,Rio,1.4 LS,313995.0,1.4
Hyundai,i20,1.2 Fluid,319900.0,1.2
Renault,Clio,1.0 Turbo Zen,324999.0,1.0
Opel,Corsa,1.2,325900.0,1.2
Fiat,Tipo Sedan,1.4,327900.0,1.4
Kia,Rio,1.4 LX,328995.0,1.4
Suzuki,Vitara Brezza,1.5 GLX auto,329900.0,1.5
Mazda,Mazda2,1.5 Dynamic,330200.0,1.5
Volkswagen,Polo Sedan,1.6,332400.0,1.6
Volkswagen,Polo Vivo,1.0TSI GT,332800.0,1.0
Volkswagen,Polo Hatch,1.0TSI 70kW,334400.0,1.0
Kia,Rio,1.4 EX,341995.0,1.4
Toyota,Corolla Quest,1.8 Prestige,348400.0,1.8
Suzuki,Jimny,1.5 GL AllGrip,356900.0,1.5
Ford,EcoSport,1.0T Trend,358700.0,1.0
Volkswagen,Polo Sedan,1.6 Life,360900.0,1.6
Hyundai,Venue,1.0T Motion,362900.0,1.0
Mahindra,XUV300,1.5TD W8,364999.0,1.5
Kia,Rio,1.4 Tec,366995.0,1.4
Isuzu,D-Max Gen,6 250c Single Cab Fleetside,367500.0,
Volkswagen,Polo Hatch,1.0TSI 70kW Life,375400.0,1.0
Honda,BR-V,1.5 Trend,379900.0,1.5
Fiat,Tipo Hatch,1.4 City Life,390900.0,1.4
Suzuki,Swift,1.4T Sport,392900.0,1.4
Fiat,Tipo Sedan,1.4 City Life,404900.0,1.4
Honda,BR-V,1.5 Comfort,409900.0,1.5
Mazda,Mazda3 Hatch,1.5 Active,421900.0,1.5
Fiat,Tipo Hatch,1.4 Life,430900.0,1.4
Mazda,Mazda3 Hatch,1.5 Dynamic,438600.0,1.5
Abarth,500,595 competizione 1.4T,491900.0,1.4
Isuzu,D-Max,1.9TD Extended cab LS,494000.0,1.9
Abarth,500,595 Monster Energy Yamaha Cabriolet,509900.0,
Toyota,GR86,,712100.0,
Toyota,GR Yaris,1.6T GR-Four Rally,791900.0,1.6
Subaru,WRX,2.4T,799000.0,2.4
Honda,Civic Type,R,857500.0,
Ford,Mustang,5.0 Mach 1 Fastback,1210000.0,5.0
BMW,M2,Coupé ,1513689.0,
Porsche,718 Cayman,GTS 4.0,1549000.0,4.0
Porsche,718 Boxster,GTS 4.0,1589000.0,4.0
Porsche,718 Spyder,Spyder,1839000.0,
Porsche,718 Cayman,GT4,1919000.0,
Porsche,911,Carrera T,2080000.0,
Porsche,Taycan,4 Cross Turismo,2449000.0,
Porsche,911,Carrera GTS Cabriolet,2679000.0,
Porsche,911,GT3,3349000.0,
Porsche,911 Sport,Classic,5169000.0,
Suzuki,S-Presso,1.0 GL,176900.0,1.0
Suzuki,S-Presso,1.0 GL+,183900.0,1.0
Renault,Kwid,1.0 Zen,200999.0,1.0
Hyundai,Atos,1.1 Motion,209900.0,1.1
Renault,Kwid,1.0 Climber,211999.0,1.0
Suzuki,Celerio,1.0 GL,213900.0,1.0
Toyota,Agya,1.0,215600.0,1.0
Suzuki,DZire,1.2 GL,226900.0,1.2
Suzuki,Swift,1.2 GL,227900.0,1.2
Kia,Picanto,1.0 Street,237995.0,1.0
Hyundai,Grand,i10 1.0 Motion,242900.0,1.0
Kia,Picanto,1.2 Street,246995.0,1.2
Kia,Picanto,1.0 Style,247995.0,1.0
Suzuki,Swift,1.2 GLX,248900.0,1.2
Fiat,500 TwinAir,Cult,249900.0,
Suzuki,Baleno,1.5 GL,251900.0,1.5
Kia,Picanto,1.2 Style,256995.0,1.2
Honda,Amaze,1.2 Comfort,266800.0,1.2
Toyota,Starlet,1.5 XS,268900.0,1.5
Suzuki,Ciaz,1.5 GL,273900.0,1.5
Kia,Picanto,1.2 X-Line,273995.0,1.2
Kia,Pegas,1.4 EX,280995.0,1.4
Fiat,500 TwinAir,Club,289900.0,
Volkswagen,Polo Vivo,1.6 Comfortline,296600.0,1.6
Suzuki,Vitara Brezza,1.5 GL S-Edition auto,301900.0,1.5
Nissan,Almera,1.5 Acenta,310000.0,1.5
Suzuki,Ciaz,1.5 GLX,311900.0,1.5
Toyota,Starlet,1.5 XR,313300.0,1.5
Fiat,500 TwinAir,Dolcevita,322900.0,
Toyota,Corolla Quest,1.8 Plus,329000.0,1.8
Kia,Rio,1.4 LS,330995.0,1.4
Chery,Tiggo,4 Pro 1.5 Comfort,336900.0,1.5
Kia,Rio,1.4 LX,345995.0,1.4
Honda,Fit,1.5 Comfort,347500.0,1.5
Mazda,Mazda2,1.5 Dynamic,349100.0,1.5
Kia,Rio,1.4 EX,358995.0,1.4
Fiat,500,500C TwinAir Dolcevita,359900.0,
Toyota,Corolla Quest,1.8 Prestige,360600.0,1.8
Honda,Ballade,1.5 Comfort,374000.0,1.5
JAC,T6,1.9TDi Double Cab Comfort,374900.0,1.9
Mazda,Mazda2,1.5 Individual,379500.0,1.5
Toyota,Corolla Quest,1.8 Exclusive,379600.0,1.8
Volkswagen,Polo Sedan,1.6 Life,381700.0,1.6
Kia,Rio,1.4 Tec,383995.0,1.4
Honda,Fit,1.5 Elegance,391000.0,1.5
BAIC,Beijing,X55 1.5T Dynamic,394900.0,1.5
Volkswagen,Polo Hatch,1.0TSI 85kW Life,397500.0,1.0
Mazda,Mazda2,1.5 Hazumi,407400.0,1.5
Honda,Ballade,1.5 Elegance,407700.0,1.5
Suzuki,Swift,1.4T Sport,415900.0,1.4
JAC,T6,2.8TDi Double Cab 4WD Lux,419900.0,2.8
Honda,Fit,1.5 Executive,423500.0,1.5
Hyundai,Creta,1.5 Premium,428900.0,1.5
Opel,Corsa,1.2T Elegance,436900.0,1.2
Honda,Ballade,1.5 RS,440900.0,1.5
Volkswagen,Polo hatch,1.0TSI 85kW R-Line,445500.0,1.0
Fiat,Tipo Hatch,1.6 City Life,451900.0,1.6
Mazda,Mazda3 Hatch,1.5 Dynamic,453300.0,1.5
MINI,One Hatch,3-door,453707.0,
Honda,BR-V,1.5 Elegance,459900.0,1.5
MINI,One Hatch,5-door,464975.0,
Audi,A1 Sportback,30TFSI,467300.0,
Suzuki,Vitara,1.4T GLX auto,469900.0,1.4
Audi,A1 Sportback,30TFSI S line,489800.0,
Volkswagen,Taigo,1.0TSI Style,489900.0,1.0
Toyota,Corolla Hatch,1.8 Hybrid XS,500700.0,1.8
Mazda,Mazda3 Hatch,1.5 Individual,508800.0,1.5
Honda,Fit Hybrid,,509600.0,
Toyota,Corolla,1.8 Hybrid XS,512700.0,1.8
Volkswagen,Polo GTI,GTI,522500.0,
Toyota,Corolla,2.0 XR,527400.0,2.0
Audi,A1 Sportback,35TFSI,527900.0,
Toyota,Corolla Hatch,2.0 XR,529000.0,2.0
Toyota,Corolla,1.8 Hybrid XR,532200.0,1.8
MINI,Cooper Hatch,3-door,534873.0,
Toyota,Corolla Hatch,1.8 Hybrid XR,539000.0,1.8
MINI,Cooper Hatch,5-door,546220.0,
Audi,A1 Sportback,35TFSI S line,550400.0,
Honda,HR-V,1.5 Executive,554500.0,1.5
Audi,A1 Sportback,40TFSI S line,576200.0,
MINI,Cooper S,Hatch 3-door,615162.0,
Audi,A3 Sportback,35TFSI,622800.0,
MINI,Cooper S,Hatch 3-door Resolute Edition,624662.0,
MINI,Cooper S,Hatch 5-door,626053.0,
MINI,Cooper S,Hatch 5-door Resolute Edition,635553.0,
Audi,A3 Sedan,35TFSI,637800.0,
BMW,118i,,641072.0,
MINI,Cooper Convertible,,641661.0,
Audi,A3 Sportback,35TFSI S line,662800.0,
BMW,118i,M Sport,676772.0,
Audi,A3 Sedan,35TFSI S line,677800.0,
BMW,118d,,679250.0,
Honda,Civic Sedan,1.5T RS,689100.0,1.5
BMW,218i,Gran Coupé,691072.0,
Audi,A3 Sportback,40TFSI S line,710600.0,
BMW,118d,M Sport,714950.0,
MINI,John Cooper,Works Hatch 3-door,719464.0,
Audi,A3 Sedan,40TFSI S line,725600.0,
BMW,218i,Gran Coupé M Sport,726772.0,
Volkswagen,Golf GTI,Jacara Edition,727500.0,
Mercedes-Benz,A200,Hatch Progressive,729554.0,
BMW,218d,Gran Coupé,729858.0,
MINI,Cooper S,Convertible,739010.0,
Audi,A4,35TFSI,740700.0,
MINI,Cooper SE,Hatch 3-door,742102.0,
BMW,220i,Gran Coupé,742590.0,
Volkswagen,Golf GTI,GTI,744200.0,
MINI,Cooper SE,Hatch 3-door Resolute Edition,745402.0,
Toyota,GR86,,748400.0,
MINI,Cooper S,Convertible Resolute Edition,748510.0,
Mercedes-Benz,A200,Hatch AMG Line,758554.0,
BMW,128ti,,764260.0,
BMW,218d,Gran Coupé M Sport,765558.0,
BMW,318i,,767894.0,
Lexus,ES,250 EX,771400.0,
BMW,220i,Gran Coupé M Sport,778290.0,
Hyundai,Kona N,,779900.0,
Audi,A4,35TDI,784500.0,
Mercedes-Benz,A200 Sedan,Sedan Progressive,784554.0,
Volkswagen,Tiguan,2.0TDI 130kW 4Motion R-Line,794800.0,2.0
Mercedes-Benz,A200 Sedan,Sedan AMG Line,813554.0,
BMW,318i,M Sport,817894.0,
Audi,A4,35TDI S line,829500.0,
Lexus,ES,300h EX,829900.0,
BMW,320i,,832894.0,
Audi,A5 Coupé,40TFSI,834300.0,
Audi,A4,40TFSI S line,839800.0,
BMW,220i,Coupé M Sport,842590.0,
Audi,A5 Sportback,40TFSI,849300.0,
BMW,420i,Coupé ,852742.0,
Mercedes-Benz,CLA200,Progressive,856463.0,
Subaru,WRX,2.4T tS ES,877000.0,2.4
Audi,A5 Coupé,40TFSI S line,879300.0,
BMW,320d,,880768.0,
BMW,320i,M Sport,882894.0,
Audi,S3 Sportback,quattro,883100.0,
Mercedes-Benz,CLA200 AMG,Line,885463.0,
BMW,220d,Coupé M Sport,889706.0,
Audi,TTS Coupé,quattro,894100.0,
Audi,A5 Sportback,40TFSI S line,894300.0,
Audi,S3 Sedan,quattro,898100.0,
Mercedes-Benz,CLA220d,Progressive,899749.0,
BMW,420d,Coupé ,899858.0,
Renault,Mégane RS,300 Trophy,899999.0,
BMW,420i,Coupé M Sport,904842.0,
Mercedes-Benz,C200 Coupé,AMG Line,912563.0,
Volvo,S90,B5 Essential,922600.0,
Audi,A5 Coupé,40TDI quattro S line,928300.0,
Mercedes-Benz,CLA220d AMG,Line,928749.0,
BMW,M135i,xDrive ,930537.0,
BMW,320d,M Sport,930768.0,
Lexus,NX,350h AWD EX,942700.0,
Audi,A5 Sportback,40TDI quattro S line,943300.0,
BMW,420d,Coupé M Sport,951958.0,
BMW,420i,Gran Coupé M Sport,953197.0,
Mercedes-Benz,C220d Coupé,AMG Line,954850.0,
BMW,Z4,sDrive20i M Sport,963645.0,
Mercedes-Benz,C200,Avantgarde,966156.0,
BMW,M235i,xDrive Gran Coupé,980840.0,
BMW,420i,Convertible ,987853.0,
Mercedes-Benz,E200,Avantgarde,993289.0,
Volvo,S90,B5 Plus Dark,998300.0,
BMW,420d,Gran Coupé M Sport,1000313.0,
Volvo,S90,B5 Plus Bright,1002500.0,
Mercedes-AMG,A35 Sedan,4Matic,1006041.0,
Lexus,IS,300h SE,1008300.0,
Mercedes-Benz,C200 AMG,Line,1020156.0,
Lexus,ES,300h SE,1021300.0,
Mercedes-Benz,C220d,Avantgarde,1030549.0,
Volvo,S90,B5 Ultimate Dark,1035400.0,
Lexus,IS,300h F Sport,1036400.0,
Volvo,S90,B5 Ultimate Bright,1039300.0,
Audi,A6,40TDI,1041000.0,
BMW,420i,convertible M Sport,1044553.0,
Mercedes-Benz,C300 Coupé,AMG Line,1048213.0,
Mercedes-Benz,E200 AMG,Line,1059589.0,
Mercedes-Benz,C200 Cabriolet,AMG Line,1062081.0,
Mercedes-Benz,E220d,Avantgarde,1066926.0,
BMW,520d,,1081376.0,
BMW,530i,,1083956.0,
Mercedes-Benz,C220d AMG,Line,1084549.0,
Alfa,Romeo Giulia,2.0T Veloce,1086900.0,2.0
Jaguar,E-Pace,D200 AWD R-Dynamic SE,1087000.0,
Audi,A6,40TDI sports S line,1090700.0,
Mercedes-AMG,A35 Hatch,4Matic,1112448.0,
Ford,Mustang,5.0 GT Fastback,1117500.0,5.0
Mercedes-Benz,E220d AMG,Line,1133226.0,
BMW,M240i,xDrive Coupé,1138662.0,
BMW,520d,M Sport,1143776.0,
BMW,530i,M Sport,1146356.0,
Toyota,GR Supra,3.0T Track,1155900.0,3.0
Mercedes-AMG,CLA35,4Matic,1166348.0,
Audi,S5 TFSI,Coupé quattro,1169400.0,
Mercedes-Benz,C300 Cabriolet,AMG Line,1182231.0,
Audi,S5 TFSI,Sportback quattro,1184400.0,
Volvo,S90,B6 AWD Plus Dark,1186900.0,
Ford,Mustang,5.0 GT/CS California Special fastback,1187500.0,5.0
Volvo,S90,B6 AWD Plus Bright,1190800.0,
Ford,Mustang,5.0 GT Convertible,1194000.0,5.0
Audi,TT RS,Coupé quattro,1211200.0,
Porsche,Macan T,,1215000.0,
Volvo,S90,B6 AWD Ultimate Dark,1223900.0,
Volvo,S90,B6 AWD Ultimate Bright,1227800.0,
Ford,Mustang,5.0 Mach 1 Fastback,1233400.0,5.0
Mercedes-Benz,E300 Coupé,AMG Line,1240989.0,
Audi,RS3 Sedan,quattro,1245000.0,
Audi,A6,45TDI quattro,1245700.0,
Mercedes-AMG,A45 S,Hatch 4Matic+,1256243.0,
Audi,TT RS,Roadster quattro,1267100.0,
Audi,S5 TFSI,Cabriolet quattro,1269400.0,
BMW,Z4,M40i,1286537.0,
Audi,A6,45TDI quattro sports S line,1295400.0,
Toyota,GR Supra,3.0T,1300600.0,3.0
BMW,M440i,xDrive Coupé,1327599.0,
BMW,M340i,xDrive ,1338207.0,
Mercedes-AMG,C43 Coupé,4Matic,1358432.0,
Mercedes-Benz,E300 Cabriolet,AMG Line,1393444.0,
BMW,M440i,xDrive Gran Coupé,1413966.0,
BMW,M440i,xDrive Convertible,1439117.0,
Mercedes-AMG,CLA45 S,4Matic+,1466237.0,
Land Rover,Range Rover Evoque,P300e Bronze Collection,1469700.0,
Mercedes-AMG,C43 Cabriolet,4Matic,1489495.0,
BMW,M2,Coupé ,1503975.0,
Audi,A7 Sportback,55TFSI quattro S line,1505980.0,
Audi,RS5 Coupé,quattro,1552700.0,
Audi,RS5 Sportback,quattro,1567700.0,
Audi,S6 TFSI,quattro,1586900.0,
Lexus,RC F,,1615000.0,
BMW,i4,M50,1637900.0,
BMW,M550i,xDrive ,1647922.0,
Porsche,Panamera,,1669000.0,
Audi,S7 TFSI,Sportback quattro,1699300.0,
Porsche,Panamera,4,1770000.0,
Mercedes-AMG,E53 Coupé,4Matic+,1780103.0,
Mercedes-Benz,EQE,350+ Sedan,1800000.0,
Alfa,Romeo Giulia,Quadrifoglio,1805900.0,
Porsche,911,Carrera Coupé,1849000.0,
Jaguar,F-Type,75 Coupé,1931000.0,
Mercedes-AMG,E53 Cabriolet,4Matic+,1931407.0,
Porsche,Panamera Platinum,Edition,1961000.0,
Porsche,911,Carrera 4 Coupé,1979000.0,
Porsche,Panamera,4 executive,2024000.0,
BMW,M3,competition M xDrive,2040797.0,
Porsche,Panamera,4 Platinum Edition,2063000.0,
Porsche,911,Carrera Cabriolet,2079000.0,
Mercedes-AMG,C63 S,Coupé,2098389.0,
Porsche,Cayenne,e-hybrid Coupé Platinum Edition,2119000.0,
BMW,M4,competition Coupé M xDrive,2120797.0,
Porsche,911,Carrera S Coupé,2159000.0,
BMW,740i,Design Pure Excellence,2172751.0,
Porsche,Taycan,,2179000.0,
Mercedes-AMG,EQE,43 4Matic Sedan,2200000.0,
BMW,M4,competition Convertible M xDrive,2201556.0,
Mercedes-AMG,C63 S,Cabriolet,2204756.0,
Porsche,911,targa 4,2209000.0,
BMW,740i,M Sport,2247751.0,
Maserati,Ghibli,GT,2250000.0,
BMW,M850i,xDrive Gran Coupé,2252922.0,
Porsche,911,Carrera 4S Coupé,2289000.0,
BMW,740d,xDrive Design Pure Excellence,2293207.0,
BMW,M850i,xDrive Coupé,2302922.0,
Porsche,Panamera,4 e-hybrid Platinum Edition,2335000.0,
Porsche,Panamera,4 e-hybrid executive,2359000.0,
Audi,RS7 Sportback,quattro,2366400.0,
BMW,740d,xDrive M Sport,2368207.0,
Lexus,LC,500 Coupé,2371000.0,
Porsche,911,Carrera S Cabriolet,2389000.0,
Lexus,LS,500 F Sport,2397600.0,
Mercedes-Benz,S350d L,,2435939.0,
BMW,M850i,xDrive Convertible,2452922.0,
Porsche,Panamera GTS,,2463000.0,
BMW,M5,competition ,2472466.0,
Porsche,Panamera,4S e-hybrid,2479000.0,
Mercedes-Benz,S350d L,AMG Line,2512639.0,
Lexus,LC,500 Convertible,2513500.0,
Porsche,Taycan,4S,2519000.0,
Lexus,LS,500h,2525100.0,
Porsche,911,Carrera 4 GTS Coupé,2579000.0,
Lexus,RC F,Track Edition,2579100.0,
Porsche,718 Cayman,GT4 RS,2588000.0,
Lexus,LS,500,2595400.0,
Mercedes-Benz,EQS,450+ Sedan,2620500.0,
Mercedes-AMG,E63 S,4Matic+,2670479.0,
Audi,e-tron GT,quattro,2715000.0,
Mercedes-Benz,S500 L,4Matic,2735064.0,
Jaguar,F-Type,R75 Coupé,2759000.0,
Mercedes-Benz,EQS,450+ Sedan AMG Line,2760500.0,
Porsche,911,targa 4 GTS,2809000.0,
Mercedes-Benz,S500 L,4Matic AMG Line,2811764.0,
BMW,i7,xDrive60,2825000.0,
Maserati,Quattroporte,GT,2850000.0,
BMW,i7,xDrive60 M Sport,2900000.0,
Porsche,911,targa Edition 50 Years Porsche Design,3029000.0,
Porsche,Taycan GTS,,3059000.0,
Porsche,Taycan turbo,,3329000.0,
Maserati,Ghibli,Trofeo,3350000.0,
Audi,RS e-tron,GT quattro,3359400.0,
BMW,M8,competition Gran Coupé,3372466.0,
Porsche,Panamera turbo,S,3388000.0,
Mercedes-AMG,EQS,53 4Matic+ Sedan,3415250.0,
BMW,M8,competition Coupé,3421859.0,
Maserati,Quattroporte,Modena,3450000.0,
Audi,R8 Coupé,V10 performance quattro,3523600.0,
BMW,M8,competition Convertible,3572618.0,
Porsche,Panamera turbo,S e-hybrid,3582000.0,
Porsche,911 turbo,Coupé,3669000.0,
Mercedes-Maybach,S580,,3736681.0,
Audi,R8 Spyder,V10 performance quattro,3795100.0,
Porsche,911 turbo,Cabriolet,3899000.0,
Porsche,Taycan turbo,S,3909000.0,
Porsche,911 Dakar,,4140000.0,
Porsche,911,GT3 RS,4153000.0,
Porsche,911 turbo,S Coupé,4179000.0,
Porsche,911 turbo,S Cabriolet,4409000.0,
Bentley,Flying Spur,V8,4420000.0,
Maserati,Quattroporte,Trofeo,4500000.0,
Bentley,Flying Spur,Hybrid,4520000.0,
Bentley,Continental GT,V8,4590000.0,
Mercedes-Maybach,S680,,4656157.0,
Bentley,Continental GTC,V8,5060000.0,
Bentley,Flying Spur,V8 S,5100000.0,
Bentley,Continental GT,S,5150000.0,
Bentley,Flying Spur,Hybrid Azure,5280000.0,
Bentley,Flying Spur,V8 Azure,5320000.0,
Bentley,Flying Spur,Speed,5440000.0,
Lamborghini,Huracán,Tecnica,5475000.0,
Bentley,Continental GT,Azure,5520000.0,
Bentley,Continental GTC,S,5680000.0,
Bentley,Continental GT,Speed,5690000.0,
Bentley,Continental GTC,Azure,6080000.0,
Bentley,Continental GT,V8 Mulliner,6180000.0,
Bentley,Continental GTC,Speed,6270000.0,
Bentley,Flying Spur,V8 Mulliner,6460000.0,
Bentley,Flying Spur,Hybrid Mulliner,6560000.0,
Bentley,Continental GTC,V8 Mulliner,6690000.0,
Bentley,Flying Spur,W12 Mulliner,6700000.0,
Maserati,MC20,Coupé,6750000.0,
Bentley,Continental GT,W12 Mulliner,6770000.0,
Ferrari,296,GTB,6804200.0,
Bentley,Continental GTC,W12 Mulliner,7460000.0,
Ferrari,296,GTS,7494800.0,
Lamborghini,Huracán,STO,8275000.0,
Renault,Triber,1.0 Life,203999.0,1.0
Renault,Triber,1.0 Zen,213999.0,1.0
Renault,Triber,1.0 Intens,229999.0,1.0
Renault,Triber,1.0 Intens auto,239999.0,1.0
Suzuki,Ignis,1.2 GLX auto,258900.0,1.2
Toyota,Rumion,1.5 S,265800.0,1.5
Toyota,Rumion,1.5 SX,296100.0,1.5
Hyundai,Venue,1.2 Motion,299900.0,1.2
Toyota,Rumion,1.5 SX auto,313000.0,1.5
Suzuki,Ertiga,1.5 GL auto,316900.0,1.5
Toyota,Rumion,1.5 TX,326400.0,1.5
Mitsubishi,Xpander,1.5,339995.0,1.5
Toyota,Rumion,1.5 TX auto,343200.0,1.5
Mitsubishi,Xpander,1.5 auto,359995.0,1.5
Volkswagen,Caddy Kombi,1.6,433400.0,1.6
Fiat,Doblò Cargo,Maxi 1.3 Multijet Crew Cab SX,447900.0,1.3
Opel,Combo Life,1.6TD Enjoy,464900.0,1.6
Fiat,Doblò Cargo,Maxi 1.6 Multijet Crew Cab SX,466900.0,1.6
JAC,T8,2.0CTi Double Cab 4WD Lux,499900.0,2.0
Volkswagen,Caddy Kombi,2.0TDI,500200.0,2.0
Volkswagen,Caddy,1.6,509000.0,1.6
Volkswagen,Caddy Maxi,Kombi 2.0TDI,528200.0,2.0
MINI,Cooper Clubman,,596215.0,
Volkswagen,Caddy,2.0TDI,602700.0,2.0
Hyundai,Kona,1.6T N Line,615900.0,1.6
Volkswagen,Caddy Maxi,2.0TDI,630600.0,2.0
Toyota,Hiace,2.5D-4D Bus 14-seater GL,680900.0,2.5
MINI,Cooper S,Clubman,691799.0,
Ford,Tourneo Custom,2.2TDCi LWB Ambiente,692700.0,2.2
Volkswagen,Transporter,2.0TDI 81kW Crew Bus LWB 10-Seater,696800.0,2.0
Mercedes-Benz,Vito,111 CDI Tourer Base,707643.0,
MINI,Cooper S,Clubman Untold Edition,714799.0,
Ford,Tourneo Custom,2.2TDCi LWB Trend,720500.0,2.2
Volkswagen,Transporter,2.0TDI 110kW Crew Bus LWB 5-Seater,724700.0,2.0
Subaru,Outback,2.5i-Field ES,728000.0,2.5
Mercedes-Benz,Vito,111 CDI Mixto Crewcab,747965.0,
Toyota,Quantum,2.8 LWB Bus 11-seater GL,758200.0,2.8
Hyundai,Staria,2.2D Multicab,764900.0,2.2
Toyota,Quantum,2.8 SLWB Bus 14-seater GL,775200.0,2.8
Ford,Tourneo Custom,2.2TDCi SWB Limited,779000.0,2.2
Ford,Tourneo Custom,2.0SiT LWB Trend,781100.0,2.0
Subaru,Outback,2.5i-Touring ES,788000.0,2.5
Toyota,Quantum,2.8 SLWB Bus 14-seater GL auto,793600.0,2.8
Volkswagen,Transporter,2.0BiTDI 146kW Crew Bus SWB 4Motion 5-Seater,806500.0,2.0
Opel,Zafira Life,2.0TD Edition,819000.0,2.0
Volkswagen,Transporter,2.0TDI 81kW Kombi SWB Trendline,820200.0,2.0
Kia,Carnival,2.2CRDi EX,824995.0,2.2
Ford,Tourneo Custom,2.0SiT SWB Limited,827300.0,2.0
Hyundai,Staria,2.2D Executive 9-seater,835900.0,2.2
Hyundai,Staria,2.2D Executive 11-seater,846900.0,2.2
Volkswagen,Transporter,2.0TDI 110kW Kombi SWB Trendline,853200.0,2.0
MINI,John Cooper,Works ALL4 Clubman,855697.0,
Mercedes-Benz,Vito,114 CDI Mixto Pro Crewcab,857845.0,
Volkswagen,Transporter,2.0BiTDI 146kW Crew Bus LWB 4Motion 8-Seater,858600.0,2.0
Mercedes-Benz,Vito,111 CDI Tourer Pro,865335.0,
Kia,Carnival,2.2CRDi EX+,904995.0,2.2
Mercedes-Benz,Vito,114 CDI Mixto Pro Crewcab auto,908137.0,
Opel,Zafira Life,2.0TD Elegance,946900.0,2.0
Hyundai,Santa Fe,2.2D 4WD Elite,964900.0,2.2
Mercedes-Benz,Vito,114 CDI Tourer Pro,993233.0,
Volkswagen,Transporter,2.0BiTDI 146kW Kombi SWB Trendline Plus 4Motion,1024300.0,2.0
Kia,Carnival,2.2CRDi SX Limited,1024995.0,2.2
Volvo,V90 Cross,Country B5 AWD Essential,1048700.0,
Kia,Carnival,2.2CRDi SXL,1049995.0,2.2
Mercedes-Benz,Vito,116 CDI Tourer Pro,1054209.0,
Toyota,Quantum,2.8 LWB Bus 6-seater VX Premium,1107400.0,2.8
Toyota,Quantum,2.8 LWB Bus 9-seater VX Premium,1111400.0,2.8
Volvo,V90 Cross,Country B5 AWD Plus,1128700.0,
Hyundai,Staria,2.2D Luxury,1160900.0,2.2
Volvo,V90 Cross,Country B5 AWD Ultimate,1165700.0,
Mercedes-Benz,Vito,116 CDI Tourer Select,1243411.0,
Mercedes-Benz,V220d,,1285562.0,
Mercedes-Benz,Vito,119 CDI Tourer Select,1287532.0,
Volkswagen,Caravelle,2.0BiTDI 146kW Highline 4Motion,1353700.0,2.0
Mercedes-Benz,V220d AMG,Line,1366205.0,
Mercedes-Benz,V250d,,1373835.0,
Volkswagen,California,2.0BiTDI 146kW Coast 4Motion,1410700.0,2.0
Audi,RS4 Avant,quattro,1448400.0,
Mercedes-Benz,V250d AMG,Line,1454478.0,
Mercedes-Benz,V220d,Avantgarde,1653741.0,
Mercedes-Benz,V250d,Avantgarde,1707228.0,
Mercedes-Benz,V220d,AMG Line,1717109.0,
Mercedes-Benz,V300d,Avantgarde,1754412.0,
Mercedes-Benz,V250d,AMG Line,1770596.0,
